"Username","Content","Date","Rating","Source","Engagement"
"Noneya","my stepdad ordered a jersey for my mom through jcp which was through fanatics and the jersey was incorrect so we returned it and they ordered her a new one through fanatics and it never showed up! Not only that it was never sent! We then called them and they said that it had gotten lost, but it wasn't even sent out of the company so my mom gave them a second chance to make it right and guess what?! They said it was supposed to be shipped on Monday and we checked the tracking today and nothing! It has NOT been sent at all! They stole my moms money and refuse to make it right! So my advice is do NOT go through Fanatics through any company that sells from them! They DONT listen and they lie all the time! Its sad because we love sports, but will have to go through somewhere else!",2020-01-23,1,"Trust Pilot",NA
"Michael Vaughn","I received my order in a timely fashion but, it was incorrect.  Attempting to return the item has been an extremely frustrating comedy of errors.  The online ""Help Center"" is anything but helpful, and I was never able to reach a customer service agent (on hold for interminable lengths of time) via the specified phone number. The ""Live Chat"" option on the website asks a series of questions ""in order to better serve you"" but, instead,sent me on a wild goose chase that ultimately led right back to the beginning of the entire process.  Several tries met with the same result: right back to the beginning of the series of questions.  Over an hour spent trying to return this item and I'm no closer to a resolution.",2020-01-22,1,"Trust Pilot",NA
"Mariah","Terrible quality of the material, faded and printed in someone’s garage! The ammonia smell so bad, had to wash it and it’s just awful. These were NOT cheap either! And to have the audacity to charge us to return these items is so far fetched!!! So sad that my kids trusted this site!! SHAME ON YOU FANFATICS!!!",2020-01-22,1,"Trust Pilot",NA
"Gator M","I ordered Dec 7th and was told my package would arrive by Dec 27th. Christmas present for dad. January 7th still hasn't showed up. I emailed the company asking for my refund and instead they said they'd send a new package. Still hadn't received anything by January 22nd. I emailed them demanding my money back and again they replied saying sorry and that they'll send me my tracking number for my new package rather than giving me what I asked for twice. I asked a third time telling them I dont want my order anymore and they replied that I have to wait for the package to arrive to get my refund....if that ever happens. Unacceptable.",2020-01-22,1,"Trust Pilot",NA
"Saraiplayz ROBLOX","Shady company!!!If you return and item they charge per item and you have to pay the original shipping plus return shipping!",2020-01-22,1,"Trust Pilot",NA
"Leigh","absolutely the worst.  They never restock product, customer service is terrible, sizing is terrible.  Someone(s) at the NHL needs to be walked out the door for inking with these guys.  It was a really bad deal that was probably made in a back room.  Watch the revenue plummet.",2020-01-22,1,"Trust Pilot",NA
"RachelG","We have always been pleased with the merchandise and prices. However, we had to return 2 of our items and to send each one back was $10 EACH for shipping. They just deducted that amount from my reimbursement.  Sad day.",2020-01-21,2,"Trust Pilot",NA
"KB","Worse experience. Ordered December 3rd, 2019. Its now Jan. 21, 2020. Still haven't received the Christmas present we ordered for our son. They kept lying and sending us on a wild goose chase stating that we would receive it before Christmas. Giving us false tracking numbers to 3 different shipping companies. We haven't even gotten a refund or product. Their website crashed during the holidays. I'm assuming because they had so many issues.",2020-01-21,1,"Trust Pilot",NA
"Joseph Martino","Took 14 days to receive my t shirt. Fanatics advised that was the normal shipping time with Fed Ex. Will not purchase again.",2020-01-21,1,"Trust Pilot",NA
"Brendan","Mistyped my address and spent hours on hold and in their terrible live chat platform trying to correct it",2020-01-20,1,"Trust Pilot",NA
"Michael Gallo","Don’t buy from here. The items run small and even if one size up, at least for what I got. I tried to get for a b-day but They couldn’t ship out quickly so I used for a Christmas present when it came. Well it didn’t fit. When I went to do return it was $10!! Which is crazy! They charge $4.99 to ship it out! WHY is it double to send back, SO If your not sure on size your paying to try it on if it fits you win, if not it just cost you $15 to try it on. They me $14.24 back, You don’t get credit for the first shipment, even though they charged you twice the amount to return it. Good luck Talking to customer service they are rude put you on hold and they don’t return your e-mail even though you e-mailed where they told you to with questions or complaints! Shop someplace else it’s not worth it",2020-01-20,1,"Trust Pilot",NA
"Mike Briggs","high prices, slow delivery, poor quality",2020-01-20,1,"Trust Pilot",NA
"Jeremy Prak","I was looking for 49ers jerseys to purchase for the Super bowl and I was only going to do it if I had chance of getting it in time to represent. The check out process said that it was a 4 to 10 day expedition internationally so i proceeded. I get an orde confirmation that it won't arrive until 16th of March ??So I asked customer service online chat for options to get it faster or to change the order for something I can get in time and was met with the order can't be shipped the fast because it's a special events and if you want something to arrive in time you can look at our website and purchase something else too.Surely in  this day and age there are better options than that. Surely considering the order was made minutes before I contacted customer service there is an ability to change the order. Really disappointed. I've ordered from there before and this was my first time dealing with customer service. never again after this experience",2020-01-24,1,"Trust Pilot",NA
"prongATO","My wife and I have spent thousands of dollars for my Alma masters gear and my pro football team. I received two items as gifts for Christmas last year (2019) and my mom managed to get me the exact same two items. I figured no problem, I’ll just return them and maybe get another few shirts. Well I was rudely greeted with a 10.00 per item return fee. My wife tried to explain that the shirts were still sealed in the plastic and the situation and they flat-out refused to even consider waiving the fee on EACH item. His exact quote “that sucks for you, if we waived everyone’s fee that would cost us too much, being the holidays.” We will NEVER spend another dime with any of the fanatics websites, ever.",2020-01-20,1,"Trust Pilot",NA
"Laurissa Winburn","Anything i have ever ordered has been back ordered for months.  Customer service is incredibly inefficient.  I will NEVER order from them again. Oh and they sont tell you anything is out until after they have your money.",2020-01-19,1,"Trust Pilot",NA
"R.K","Garbage!  The quality of jerseys are garbage. I purchased a jersey from this place and the sticking is coming off after 1 wash. The sizing of their jerseys are also way off!  SAVE YOUR MONEY DO NOT ORDER.",2020-01-19,1,"Trust Pilot",NA
